62   0.991875
61   1.04291
60   0.982125
59   1.04384
58   1.0179
57   1.01552
56   1.11643
55   1.08153
54   1.0474
53   1.033
52   0.967211
51   0.979657
50   1.05467
49   1.01345
48   1.00805
47   1.03406
46   1.09957
45   1.00868
44   1.0065
43   0.987205
42   1.03754
41   1.06831
40   1.03555
39   1.01723
38   1.03078
37   0.936406
36   1.06742
35   1.02204
34   1.00979
33   0.981549
32   1.10125
31   0.955994
30   0.989267
29   0.977315
28   0.992982
27   1.0652
26   1.01726
25   0.998738
24   1.07727
23   1.00663
22   0.997067
21   0.989776
20   1.00673
19   1.04562
18   1.0513
17   1.00567
16   1.00554
15   0.922478
14   0.962989
13   0.927868
12   0.933954
11   0.956057
10   1.02989
9   0.969302
8   0.981449
7   0.932159
6   0.980973
5   0.997366
4   0.944328
3   0.9702
2   1.12115
1   1
