68   0.923988
67   0.997719
66   1.00802
65   1.14551
64   1.03763
63   0.999671
62   1.07024
61   1.00683
60   0.925445
59   0.945272
58   0.977248
57   0.969696
56   0.995717
55   1.03063
54   0.984615
53   0.99273
52   1.0787
51   1.0596
50   1.15931
49   1.04139
48   1.04996
47   0.989394
46   1.05884
45   0.998222
44   0.901644
43   1.04964
42   1.03984
41   1.08576
40   0.969214
39   0.977666
38   1.0694
37   1.01972
36   0.96814
35   0.960222
34   0.999593
33   1.01675
32   0.955942
31   1.01439
30   1.0205
29   0.987357
28   1.11835
27   1.10594
26   1.14946
25   1.00245
24   1.01443
23   1.04425
22   0.99213
21   1.00123
20   0.926746
19   0.939559
18   0.980241
17   1.05188
16   1.06169
15   1.02185
14   0.975743
13   1.09351
12   0.977925
11   1.0215
10   1.04538
9   1.01403
8   1.11342
7   0.913876
6   0.956832
5   1.07823
4   1.10636
3   1.04492
2   1.0013
1   3.92039
