62   0.818732
61   0.975177
60   0.955873
59   0.987487
58   0.946381
57   0.946327
56   0.933865
55   0.986477
54   1.00977
53   0.965941
52   0.995019
51   0.978196
50   0.98007
49   1.02284
48   0.968913
47   1.05214
46   1.0397
45   0.979163
44   1.00744
43   0.988848
42   0.986788
41   0.9616
40   0.935898
39   1.04917
38   1.03729
37   0.963813
36   0.977157
35   0.987815
34   0.954097
33   1.00698
32   1.03432
31   1.02593
30   0.992157
29   0.982136
28   0.974207
27   1.00693
26   1.04099
25   1.05422
24   1.08497
23   0.971848
22   0.915289
21   1.01111
20   0.96773
19   1.0735
18   1.03798
17   0.988637
16   1.00599
15   0.948123
14   0.94326
13   0.977115
12   0.965425
11   0.945612
10   1.05292
9   0.960744
8   1.0487
7   0.965348
6   0.874978
5   0.923593
4   0.907957
3   0.99511
2   1.12192
1   1.17456
